# File created on Fri Aug 14 09:09:59 2026
#
# time ADMmass ADMPx ADMPy ADMPz ADMSx ADMSy ADMSz
0              0.98322047      2.0344615e-07   -4.0286987e-07  0               0               0               0.76517386     
0              0.98356562      -1.7212951e-06  1.2568511e-06   0               0               0               0.76476577     
0              0.98386289      4.7663391e-06   -1.4951477e-06  0               0               0               0.76534792     
0              0.98313825      -1.5864121e-05  2.4360189e-06   0               0               0               0.76389812     
0              0.98299065      1.1061764e-05   2.2082228e-06   0               0               0               0.76472405     
0              0.98852057      6.3721373e-05   -2.9261116e-05  0               0               0               0.77292513     
0              0.98615259      -0.00016683268  4.1018222e-05   0               0               0               0.74988085     
0              0.95569587      0.00012762741   -8.8237633e-06  0               0               0               0.76578115     
1              0.98321931      1.9575405e-07   -3.972583e-07   0               0               0               0.7651723      
1              0.98359023      -1.7148244e-06  1.2372512e-06   0               0               0               0.76476843     
1              0.98385977      5.230153e-06    -1.7176776e-06  0               0               0               0.76538956     
1              0.98267231      -1.6886859e-05  3.7185912e-06   0               0               0               0.76367383     
1              0.9829816       2.4104311e-05   -3.5019476e-06  0               0               0               0.76595346     
1              0.99061226      1.9534099e-05   5.7420771e-06   0               0               0               0.76722451     
1              0.98741378      -0.00033622421  8.7986806e-05   0               0               0               0.72939518     
1              0.94580572      0.00077602987   -0.00027635462  0               0               0               0.87276216     
